,State,District,Latitude,Longitude,Month,Irradiance,Temperature
0,bihar,Araria,26.15,87.35,jan,3.51,17
1,bihar,Araria,26.15,87.35,feb,4.75,21
2,bihar,Araria,26.15,87.35,mar,6.12,24
3,bihar,Araria,26.15,87.35,apr,6.51,27
4,bihar,Araria,26.15,87.35,may,6.56,28
5,bihar,Araria,26.15,87.35,jun,5.43,29
6,bihar,Araria,26.15,87.35,jul,4.85,30
7,bihar,Araria,26.15,87.35,aug,5.05,29
8,bihar,Araria,26.15,87.35,sep,4.89,29
9,bihar,Araria,26.15,87.35,oct,4.91,27
10,bihar,Araria,26.15,87.35,nov,4.41,23
11,bihar,Araria,26.15,87.35,dec,3.73,19
12,bihar,Aurangabad,24.75,84.35,jan,4.01,22
13,bihar,Aurangabad,24.75,84.35,feb,5.15,24
14,bihar,Aurangabad,24.75,84.35,mar,6.30,28
15,bihar,Aurangabad,24.75,84.35,apr,6.94,31
16,bihar,Aurangabad,24.75,84.35,may,7.14,33
17,bihar,Aurangabad,24.75,84.35,jun,6.07,29
18,bihar,Aurangabad,24.75,84.35,jul,5.10,26
19,bihar,Aurangabad,24.75,84.35,aug,5.26,26
20,bihar,Aurangabad,24.75,84.35,sep,5.32,26
21,bihar,Aurangabad,24.75,84.35,oct,5.25,26
22,bihar,Aurangabad,24.75,84.35,nov,4.67,24
23,bihar,Aurangabad,24.75,84.35,dec,3.90,22
24,bihar,Banka,24.75,86.85,jan,4.08,16
25,bihar,Banka,24.75,86.85,feb,5.14,20
26,bihar,Banka,24.75,86.85,mar,6.17,25
27,bihar,Banka,24.75,86.85,apr,6.83,31
28,bihar,Banka,24.75,86.85,may,6.76,33
29,bihar,Banka,24.75,86.85,jun,5.67,33
30,bihar,Banka,24.75,86.85,jul,4.80,30
31,bihar,Banka,24.75,86.85,aug,5.17,29
32,bihar,Banka,24.75,86.85,sep,5.03,29
33,bihar,Banka,24.75,86.85,oct,4.86,26
34,bihar,Banka,24.75,86.85,nov,4.60,22
35,bihar,Banka,24.75,86.85,dec,3.93,17
36,bihar,Begusarai,25.45,86.15,jan,3.57,16
37,bihar,Begusarai,25.45,86.15,feb,4.91,20
38,bihar,Begusarai,25.45,86.15,mar,6.24,25
39,bihar,Begusarai,25.45,86.15,apr,6.94,30
40,bihar,Begusarai,25.45,86.15,may,6.86,32
41,bihar,Begusarai,25.45,86.15,jun,5.80,32
42,bihar,Begusarai,25.45,86.15,jul,4.99,30
43,bihar,Begusarai,25.45,86.15,aug,5.17,30
44,bihar,Begusarai,25.45,86.15,sep,4.97,29
45,bihar,Begusarai,25.45,86.15,oct,4.90,27
46,bihar,Begusarai,25.45,86.15,nov,4.38,22
47,bihar,Begusarai,25.45,86.15,dec,3.54,17
48,bihar,Bhagalpur,25.35,86.95,jan,3.61,16
49,bihar,Bhagalpur,25.35,86.95,feb,4.92,20
50,bihar,Bhagalpur,25.35,86.95,mar,6.17,25
51,bihar,Bhagalpur,25.35,86.95,apr,6.80,30
52,bihar,Bhagalpur,25.35,86.95,may,6.69,32
53,bihar,Bhagalpur,25.35,86.95,jun,5.76,32
54,bihar,Bhagalpur,25.35,86.95,jul,5.03,30
55,bihar,Bhagalpur,25.35,86.95,aug,5.22,30
56,bihar,Bhagalpur,25.35,86.95,sep,5.00,29
57,bihar,Bhagalpur,25.35,86.95,oct,4.84,27
58,bihar,Bhagalpur,25.35,86.95,nov,4.42,22
59,bihar,Bhagalpur,25.35,86.95,dec,3.62,17
60,bihar,Buxar,25.55,83.95,jan,3.54,16
61,bihar,Buxar,25.55,83.95,feb,4.93,20
62,bihar,Buxar,25.55,83.95,mar,6.31,26
63,bihar,Buxar,25.55,83.95,apr,6.92,31
64,bihar,Buxar,25.55,83.95,may,7.06,33
65,bihar,Buxar,25.55,83.95,jun,6.01,33
66,bihar,Buxar,25.55,83.95,jul,4.87,31
67,bihar,Buxar,25.55,83.95,aug,5.19,30
68,bihar,Buxar,25.55,83.95,sep,5.15,30
69,bihar,Buxar,25.55,83.95,oct,5.22,27
70,bihar,Buxar,25.55,83.95,nov,4.35,23
71,bihar,Buxar,25.55,83.95,dec,3.41,18
72,bihar,Darbhanga,26.15,85.85,jan,3.35,16
73,bihar,Darbhanga,26.15,85.85,feb,4.74,20
74,bihar,Darbhanga,26.15,85.85,mar,6.19,25
75,bihar,Darbhanga,26.15,85.85,apr,6.84,30
76,bihar,Darbhanga,26.15,85.85,may,6.87,32
77,bihar,Darbhanga,26.15,85.85,jun,5.79,32
78,bihar,Darbhanga,26.15,85.85,jul,4.77,30
79,bihar,Darbhanga,26.15,85.85,aug,5.30,30
80,bihar,Darbhanga,26.15,85.85,sep,4.98,29
81,bihar,Darbhanga,26.15,85.85,oct,4.91,27
82,bihar,Darbhanga,26.15,85.85,nov,4.28,22
83,bihar,Darbhanga,26.15,85.85,dec,3.43,17
84,bihar,Gaya,24.75,84.95,jan,3.94,16
85,bihar,Gaya,24.75,84.95,feb,5.15,20
86,bihar,Gaya,24.75,84.95,mar,6.32,25
87,bihar,Gaya,24.75,84.95,apr,6.99,31
88,bihar,Gaya,24.75,84.95,may,7.16,33
89,bihar,Gaya,24.75,84.95,jun,6.10,33
90,bihar,Gaya,24.75,84.95,jul,5.02,30
91,bihar,Gaya,24.75,84.95,aug,5.23,29
92,bihar,Gaya,24.75,84.95,sep,5.25,29
93,bihar,Gaya,24.75,84.95,oct,5.18,26
94,bihar,Gaya,24.75,84.95,nov,4.62,22
95,bihar,Gaya,24.75,84.95,dec,3.87,17
96,bihar,Gopalganj,26.45,84.45,jan,3.29,14
97,bihar,Gopalganj,26.45,84.45,feb,4.69,19
98,bihar,Gopalganj,26.45,84.45,mar,6.23,24
99,bihar,Gopalganj,26.45,84.45,apr,6.89,29
100,bihar,Gopalganj,26.45,84.45,may,6.91,31
101,bihar,Gopalganj,26.45,84.45,jun,5.78,32
102,bihar,Gopalganj,26.45,84.45,jul,4.73,30
103,bihar,Gopalganj,26.45,84.45,aug,5.22,29
104,bihar,Gopalganj,26.45,84.45,sep,5.03,29
105,bihar,Gopalganj,26.45,84.45,oct,4.89,26
106,bihar,Gopalganj,26.45,84.45,nov,4.19,22
107,bihar,Gopalganj,26.45,84.45,dec,3.16,17
108,bihar,Jamui,24.75,86.35,jan,4.05,16
109,bihar,Jamui,24.75,86.35,feb,5.17,20
110,bihar,Jamui,24.75,86.35,mar,6.28,25
111,bihar,Jamui,24.75,86.35,apr,6.92,31
112,bihar,Jamui,24.75,86.35,may,6.94,33
113,bihar,Jamui,24.75,86.35,jun,5.89,33
114,bihar,Jamui,24.75,86.35,jul,4.90,30
115,bihar,Jamui,24.75,86.35,aug,5.24,29
116,bihar,Jamui,24.75,86.35,sep,5.08,29
117,bihar,Jamui,24.75,86.35,oct,4.99,26
118,bihar,Jamui,24.75,86.35,nov,4.66,22
119,bihar,Jamui,24.75,86.35,dec,3.94,17
120,bihar,Jehanabad,25.15,84.95,jan,3.65,16
121,bihar,Jehanabad,25.15,84.95,feb,4.99,20
122,bihar,Jehanabad,25.15,84.95,mar,6.28,25
123,bihar,Jehanabad,25.15,84.95,apr,6.96,31
124,bihar,Jehanabad,25.15,84.95,may,7.09,33
125,bihar,Jehanabad,25.15,84.95,jun,6.04,33
126,bihar,Jehanabad,25.15,84.95,jul,4.92,30
127,bihar,Jehanabad,25.15,84.95,aug,5.33,29
128,bihar,Jehanabad,25.15,84.95,sep,5.29,29
129,bihar,Jehanabad,25.15,84.95,oct,5.18,26
130,bihar,Jehanabad,25.15,84.95,nov,4.42,22
131,bihar,Jehanabad,25.15,84.95,dec,3.58,17
132,bihar,Khagaria,25.45,86.75,jan,3.58,16
133,bihar,Khagaria,25.45,86.75,feb,4.91,20
134,bihar,Khagaria,25.45,86.75,mar,6.22,25
135,bihar,Khagaria,25.45,86.75,apr,6.84,30
136,bihar,Khagaria,25.45,86.75,may,6.72,32
137,bihar,Khagaria,25.45,86.75,jun,5.75,32
138,bihar,Khagaria,25.45,86.75,jul,5.02,30
139,bihar,Khagaria,25.45,86.75,aug,5.15,30
140,bihar,Khagaria,25.45,86.75,sep,4.98,29
141,bihar,Khagaria,25.45,86.75,oct,4.89,27
142,bihar,Khagaria,25.45,86.75,nov,4.40,22
143,bihar,Khagaria,25.45,86.75,dec,3.56,17
144,bihar,Kishanganj,26.05,87.95,jan,3.54,16
145,bihar,Kishanganj,26.05,87.95,feb,4.73,20
146,bihar,Kishanganj,26.05,87.95,mar,6.05,25
147,bihar,Kishanganj,26.05,87.95,apr,6.33,30
148,bihar,Kishanganj,26.05,87.95,may,6.40,32
149,bihar,Kishanganj,26.05,87.95,jun,5.36,32
150,bihar,Kishanganj,26.05,87.95,jul,4.84,30
151,bihar,Kishanganj,26.05,87.95,aug,4.90,30
152,bihar,Kishanganj,26.05,87.95,sep,4.79,29
153,bihar,Kishanganj,26.05,87.95,oct,4.82,27
154,bihar,Kishanganj,26.05,87.95,nov,4.39,22
155,bihar,Kishanganj,26.05,87.95,dec,3.76,17
156,bihar,Katihar,25.55,87.55,jan,3.54,17
157,bihar,Katihar,25.55,87.55,feb,4.85,21
158,bihar,Katihar,25.55,87.55,mar,6.16,24
159,bihar,Katihar,25.55,87.55,apr,6.56,27
160,bihar,Katihar,25.55,87.55,may,6.53,28
161,bihar,Katihar,25.55,87.55,jun,5.48,29
162,bihar,Katihar,25.55,87.55,jul,4.90,30
163,bihar,Katihar,25.55,87.55,aug,4.99,29
164,bihar,Katihar,25.55,87.55,sep,4.84,29
165,bihar,Katihar,25.55,87.55,oct,4.74,27
166,bihar,Katihar,25.55,87.55,nov,4.43,23
167,bihar,Katihar,25.55,87.55,dec,3.68,19
168,bihar,Lakhisarai,25.15,86.15,jan,3.71,16
169,bihar,Lakhisarai,25.15,86.15,feb,5.00,20
170,bihar,Lakhisarai,25.15,86.15,mar,6.25,25
171,bihar,Lakhisarai,25.15,86.15,apr,6.99,30
172,bihar,Lakhisarai,25.15,86.15,may,6.94,32
173,bihar,Lakhisarai,25.15,86.15,jun,5.86,32
174,bihar,Lakhisarai,25.15,86.15,jul,4.98,30
175,bihar,Lakhisarai,25.15,86.15,aug,5.18,30
176,bihar,Lakhisarai,25.15,86.15,sep,5.04,29
177,bihar,Lakhisarai,25.15,86.15,oct,5.02,27
178,bihar,Lakhisarai,25.15,86.15,nov,4.47,22
179,bihar,Lakhisarai,25.15,86.15,dec,3.66,17
180,bihar,Madhubani,26.45,86.15,jan,3.43,16
181,bihar,Madhubani,26.45,86.15,feb,4.72,20
182,bihar,Madhubani,26.45,86.15,mar,6.18,25
183,bihar,Madhubani,26.45,86.15,apr,6.79,30
184,bihar,Madhubani,26.45,86.15,may,6.83,32
185,bihar,Madhubani,26.45,86.15,jun,5.83,32
186,bihar,Madhubani,26.45,86.15,jul,4.98,30
187,bihar,Madhubani,26.45,86.15,aug,5.37,30
188,bihar,Madhubani,26.45,86.15,sep,5.11,29
189,bihar,Madhubani,26.45,86.15,oct,4.98,27
190,bihar,Madhubani,26.45,86.15,nov,4.32,22
191,bihar,Madhubani,26.45,86.15,dec,3.51,17
192,bihar,Munger,25.35,86.45,jan,3.65,16
193,bihar,Munger,25.35,86.45,feb,4.96,20
194,bihar,Munger,25.35,86.45,mar,6.23,25
195,bihar,Munger,25.35,86.45,apr,6.92,30
196,bihar,Munger,25.35,86.45,may,6.86,32
197,bihar,Munger,25.35,86.45,jun,5.81,32
198,bihar,Munger,25.35,86.45,jul,5.02,30
199,bihar,Munger,25.35,86.45,aug,5.20,30
200,bihar,Munger,25.35,86.45,sep,5.03,29
201,bihar,Munger,25.35,86.45,oct,4.94,27
202,bihar,Munger,25.35,86.45,nov,4.42,22
203,bihar,Munger,25.35,86.45,dec,3.61,17
204,bihar,Madhepura,25.85,86.95,jan,3.47,16
205,bihar,Madhepura,25.85,86.95,feb,4.83,20
206,bihar,Madhepura,25.85,86.95,mar,6.18,25
207,bihar,Madhepura,25.85,86.95,apr,6.66,30
208,bihar,Madhepura,25.85,86.95,may,6.66,32
209,bihar,Madhepura,25.85,86.95,jun,5.62,32
210,bihar,Madhepura,25.85,86.95,jul,4.83,30
211,bihar,Madhepura,25.85,86.95,aug,5.05,30
212,bihar,Madhepura,25.85,86.95,sep,4.84,29
213,bihar,Madhepura,25.85,86.95,oct,4.87,27
214,bihar,Madhepura,25.85,86.95,nov,4.37,22
215,bihar,Madhepura,25.85,86.95,dec,3.55,17
216,bihar,Muzaffarpur,26.15,85.35,jan,3.37,16
217,bihar,Muzaffarpur,26.15,85.35,feb,4.73,20
218,bihar,Muzaffarpur,26.15,85.35,mar,6.20,25
219,bihar,Muzaffarpur,26.15,85.35,apr,6.90,30
220,bihar,Muzaffarpur,26.15,85.35,may,6.89,32
221,bihar,Muzaffarpur,26.15,85.35,jun,5.79,32
222,bihar,Muzaffarpur,26.15,85.35,jul,4.64,30
223,bihar,Muzaffarpur,26.15,85.35,aug,5.20,30
224,bihar,Muzaffarpur,26.15,85.35,sep,4.99,29
225,bihar,Muzaffarpur,26.15,85.35,oct,4.94,27
226,bihar,Muzaffarpur,26.15,85.35,nov,4.28,22
227,bihar,Muzaffarpur,26.15,85.35,dec,3.39,17
228,bihar,Nawada,24.75,85.55,jan,4.04,16
229,bihar,Nawada,24.75,85.55,feb,5.21,20
230,bihar,Nawada,24.75,85.55,mar,6.37,25
231,bihar,Nawada,24.75,85.55,apr,7.01,31
232,bihar,Nawada,24.75,85.55,may,7.12,33
233,bihar,Nawada,24.75,85.55,jun,6.03,33
234,bihar,Nawada,24.75,85.55,jul,4.93,30
235,bihar,Nawada,24.75,85.55,aug,5.22,29
236,bihar,Nawada,24.75,85.55,sep,5.08,29
237,bihar,Nawada,24.75,85.55,oct,5.12,26
238,bihar,Nawada,24.75,85.55,nov,4.64,22
239,bihar,Nawada,24.75,85.55,dec,3.94,17
240,bihar,Patna,25.55,85.15,jan,3.54,16
241,bihar,Patna,25.55,85.15,feb,4.94,20
242,bihar,Patna,25.55,85.15,mar,6.26,25
243,bihar,Patna,25.55,85.15,apr,6.96,30
244,bihar,Patna,25.55,85.15,may,6.98,32
245,bihar,Patna,25.55,85.15,jun,5.94,32
246,bihar,Patna,25.55,85.15,jul,4.82,30
247,bihar,Patna,25.55,85.15,aug,5.22,30
248,bihar,Patna,25.55,85.15,sep,5.06,29
249,bihar,Patna,25.55,85.15,oct,5.09,27
250,bihar,Patna,25.55,85.15,nov,4.33,22
251,bihar,Patna,25.55,85.15,dec,3.46,17
252,bihar,Purnia,25.75,87.45,jan,3.50,17
253,bihar,Purnia,25.75,87.45,feb,4.82,21
254,bihar,Purnia,25.75,87.45,mar,6.14,24
255,bihar,Purnia,25.75,87.45,apr,6.52,27
256,bihar,Purnia,25.75,87.45,may,6.53,28
257,bihar,Purnia,25.75,87.45,jun,5.42,29
258,bihar,Purnia,25.75,87.45,jul,4.88,30
259,bihar,Purnia,25.75,87.45,aug,4.94,29
260,bihar,Purnia,25.75,87.45,sep,4.83,29
261,bihar,Purnia,25.75,87.45,oct,4.79,27
262,bihar,Purnia,25.75,87.45,nov,4.42,23
263,bihar,Purnia,25.75,87.45,dec,3.66,19
264,bihar,Saharsa,25.85,86.65,jan,3.45,16
265,bihar,Saharsa,25.85,86.65,feb,4.88,20
266,bihar,Saharsa,25.85,86.65,mar,6.22,25
267,bihar,Saharsa,25.85,86.65,apr,6.72,30
268,bihar,Saharsa,25.85,86.65,may,6.72,32
269,bihar,Saharsa,25.85,86.65,jun,5.68,32
270,bihar,Saharsa,25.85,86.65,jul,4.86,30
271,bihar,Saharsa,25.85,86.65,aug,5.13,30
272,bihar,Saharsa,25.85,86.65,sep,4.91,29
273,bihar,Saharsa,25.85,86.65,oct,4.90,27
274,bihar,Saharsa,25.85,86.65,nov,4.35,22
275,bihar,Saharsa,25.85,86.65,dec,3.51,17
276,bihar,Samastipur,25.85,85.75,jan,3.43,16
277,bihar,Samastipur,25.85,85.75,feb,4.90,20
278,bihar,Samastipur,25.85,85.75,mar,6.27,25
279,bihar,Samastipur,25.85,85.75,apr,6.90,30
280,bihar,Samastipur,25.85,85.75,may,6.88,32
281,bihar,Samastipur,25.85,85.75,jun,5.82,32
282,bihar,Samastipur,25.85,85.75,jul,4.75,30
283,bihar,Samastipur,25.85,85.75,aug,5.23,30
284,bihar,Samastipur,25.85,85.75,sep,4.95,29
285,bihar,Samastipur,25.85,85.75,oct,4.98,27
286,bihar,Samastipur,25.85,85.75,nov,4.28,22
287,bihar,Samastipur,25.85,85.75,dec,3.38,17
288,bihar,Sheohar,26.55,85.25,jan,3.24,16
289,bihar,Sheohar,26.55,85.25,feb,4.67,20
290,bihar,Sheohar,26.55,85.25,mar,6.18,25
291,bihar,Sheohar,26.55,85.25,apr,6.90,30
292,bihar,Sheohar,26.55,85.25,may,6.84,32
293,bihar,Sheohar,26.55,85.25,jun,5.84,32
294,bihar,Sheohar,26.55,85.25,jul,4.74,30
295,bihar,Sheohar,26.55,85.25,aug,5.36,30
296,bihar,Sheohar,26.55,85.25,sep,5.06,29
297,bihar,Sheohar,26.55,85.25,oct,4.95,27
298,bihar,Sheohar,26.55,85.25,nov,4.24,22
299,bihar,Sheohar,26.55,85.25,dec,3.33,17
300,bihar,Sheikhpura,25.15,85.85,jan,3.68,16
301,bihar,Sheikhpura,25.15,85.85,feb,5.02,20
302,bihar,Sheikhpura,25.15,85.85,mar,6.27,25
303,bihar,Sheikhpura,25.15,85.85,apr,6.97,30
304,bihar,Sheikhpura,25.15,85.85,may,6.96,32
305,bihar,Sheikhpura,25.15,85.85,jun,5.93,32
306,bihar,Sheikhpura,25.15,85.85,jul,4.90,30
307,bihar,Sheikhpura,25.15,85.85,aug,5.22,30
308,bihar,Sheikhpura,25.15,85.85,sep,5.17,29
309,bihar,Sheikhpura,25.15,85.85,oct,5.07,27
310,bihar,Sheikhpura,25.15,85.85,nov,4.41,22
311,bihar,Sheikhpura,25.15,85.85,dec,3.59,17
312,bihar,Sitamarhi,26.55,85.45,jan,3.24,16
313,bihar,Sitamarhi,26.55,85.45,feb,4.68,20
314,bihar,Sitamarhi,26.55,85.45,mar,6.18,25
315,bihar,Sitamarhi,26.55,85.45,apr,6.87,30
316,bihar,Sitamarhi,26.55,85.45,may,6.83,32
317,bihar,Sitamarhi,26.55,85.45,jun,5.78,32
318,bihar,Sitamarhi,26.55,85.45,jul,4.75,30
319,bihar,Sitamarhi,26.55,85.45,aug,5.37,30
320,bihar,Sitamarhi,26.55,85.45,sep,5.08,29
321,bihar,Sitamarhi,26.55,85.45,oct,4.98,27
322,bihar,Sitamarhi,26.55,85.45,nov,4.24,22
323,bihar,Sitamarhi,26.55,85.45,dec,3.37,17
324,bihar,Supaul,26.25,86.85,jan,3.45,16
325,bihar,Supaul,26.25,86.85,feb,4.74,20
326,bihar,Supaul,26.25,86.85,mar,6.14,25
327,bihar,Supaul,26.25,86.85,apr,6.60,30
328,bihar,Supaul,26.25,86.85,may,6.65,32
329,bihar,Supaul,26.25,86.85,jun,5.67,32
330,bihar,Supaul,26.25,86.85,jul,4.85,30
331,bihar,Supaul,26.25,86.85,aug,5.15,30
332,bihar,Supaul,26.25,86.85,sep,5.02,29
333,bihar,Supaul,26.25,86.85,oct,4.87,27
334,bihar,Supaul,26.25,86.85,nov,4.33,22
335,bihar,Supaul,26.25,86.85,dec,3.59,17
336,bihar,Siwan,26.15,84.35,jan,3.35,16
337,bihar,Siwan,26.15,84.35,feb,4.70,20
338,bihar,Siwan,26.15,84.35,mar,6.22,26
339,bihar,Siwan,26.15,84.35,apr,6.89,31
340,bihar,Siwan,26.15,84.35,may,6.90,33
341,bihar,Siwan,26.15,84.35,jun,5.84,33
342,bihar,Siwan,26.15,84.35,jul,4.81,31
343,bihar,Siwan,26.15,84.35,aug,5.19,30
344,bihar,Siwan,26.15,84.35,sep,5.12,30
345,bihar,Siwan,26.15,84.35,oct,4.97,27
346,bihar,Siwan,26.15,84.35,nov,4.24,23
347,bihar,Siwan,26.15,84.35,dec,3.22,18
348,rajasthan,Ajmer,26.45,74.65,jan,4.36,16
349,rajasthan,Ajmer,26.45,74.65,feb,5.32,20
350,rajasthan,Ajmer,26.45,74.65,mar,6.35,25
351,rajasthan,Ajmer,26.45,74.65,apr,7.17,31
352,rajasthan,Ajmer,26.45,74.65,may,7.62,34
353,rajasthan,Ajmer,26.45,74.65,jun,6.71,34
354,rajasthan,Ajmer,26.45,74.65,jul,5.92,31
355,rajasthan,Ajmer,26.45,74.65,aug,5.47,29
356,rajasthan,Ajmer,26.45,74.65,sep,5.93,29
357,rajasthan,Ajmer,26.45,74.65,oct,5.65,28
358,rajasthan,Ajmer,26.45,74.65,nov,4.71,22
359,rajasthan,Ajmer,26.45,74.65,dec,4.15,18
360,rajasthan,Alwar,27.55,76.65,jan,3.83,16
361,rajasthan,Alwar,27.55,76.65,feb,5.02,20
362,rajasthan,Alwar,27.55,76.65,mar,6.20,25
363,rajasthan,Alwar,27.55,76.65,apr,6.92,31
364,rajasthan,Alwar,27.55,76.65,may,7.15,34
365,rajasthan,Alwar,27.55,76.65,jun,6.40,34
366,rajasthan,Alwar,27.55,76.65,jul,5.65,31
367,rajasthan,Alwar,27.55,76.65,aug,5.40,29
368,rajasthan,Alwar,27.55,76.65,sep,5.71,29
369,rajasthan,Alwar,27.55,76.65,oct,5.35,28
370,rajasthan,Alwar,27.55,76.65,nov,4.35,22
371,rajasthan,Alwar,27.55,76.65,dec,3.72,18
372,rajasthan,Banswara,23.55,74.45,jan,4.76,18
373,rajasthan,Banswara,23.55,74.45,feb,5.73,22
374,rajasthan,Banswara,23.55,74.45,mar,6.66,26
375,rajasthan,Banswara,23.55,74.45,apr,7.35,30
376,rajasthan,Banswara,23.55,74.45,may,7.61,32
377,rajasthan,Banswara,23.55,74.45,jun,6.49,30
378,rajasthan,Banswara,23.55,74.45,jul,4.87,26
379,rajasthan,Banswara,23.55,74.45,aug,4.24,25
380,rajasthan,Banswara,23.55,74.45,sep,5.56,26
381,rajasthan,Banswara,23.55,74.45,oct,5.89,26
382,rajasthan,Banswara,23.55,74.45,nov,5.04,23
383,rajasthan,Banswara,23.55,74.45,dec,4.49,19
384,rajasthan,Baran,25.15,76.55,jan,4.44,17
385,rajasthan,Baran,25.15,76.55,feb,5.41,21
386,rajasthan,Baran,25.15,76.55,mar,6.46,26
387,rajasthan,Baran,25.15,76.55,apr,7.10,31
388,rajasthan,Baran,25.15,76.55,may,7.34,34
389,rajasthan,Baran,25.15,76.55,jun,6.44,32
390,rajasthan,Baran,25.15,76.55,jul,5.23,28
391,rajasthan,Baran,25.15,76.55,aug,4.84,27
392,rajasthan,Baran,25.15,76.55,sep,5.68,28
393,rajasthan,Baran,25.15,76.55,oct,5.68,27
394,rajasthan,Baran,25.15,76.55,nov,4.75,22
395,rajasthan,Baran,25.15,76.55,dec,4.17,18
396,rajasthan,Barmer,25.75,71.45,jan,4.39,17
397,rajasthan,Barmer,25.75,71.45,feb,5.35,21
398,rajasthan,Barmer,25.75,71.45,mar,6.38,26
399,rajasthan,Barmer,25.75,71.45,apr,7.04,31
400,rajasthan,Barmer,25.75,71.45,may,7.57,34
401,rajasthan,Barmer,25.75,71.45,jun,7.06,34
402,rajasthan,Barmer,25.75,71.45,jul,6.30,33
403,rajasthan,Barmer,25.75,71.45,aug,5.74,31
404,rajasthan,Barmer,25.75,71.45,sep,6.14,31
405,rajasthan,Barmer,25.75,71.45,oct,5.71,29
406,rajasthan,Barmer,25.75,71.45,nov,4.73,24
407,rajasthan,Barmer,25.75,71.45,dec,4.06,18
408,rajasthan,Bharatpur,27.25,77.45,jan,3.70,15
409,rajasthan,Bharatpur,27.25,77.45,feb,5.01,19
410,rajasthan,Bharatpur,27.25,77.45,mar,6.24,25
411,rajasthan,Bharatpur,27.25,77.45,apr,6.85,31
412,rajasthan,Bharatpur,27.25,77.45,may,7.00,34
413,rajasthan,Bharatpur,27.25,77.45,jun,6.27,34
414,rajasthan,Bharatpur,27.25,77.45,jul,5.30,31
415,rajasthan,Bharatpur,27.25,77.45,aug,5.30,30
416,rajasthan,Bharatpur,27.25,77.45,sep,5.57,29
417,rajasthan,Bharatpur,27.25,77.45,oct,5.19,27
418,rajasthan,Bharatpur,27.25,77.45,nov,4.24,22
419,rajasthan,Bharatpur,27.25,77.45,dec,3.58,17
420,rajasthan,Bhilwara,25.35,74.55,jan,4.50,17
421,rajasthan,Bhilwara,25.35,74.55,feb,5.49,21
422,rajasthan,Bhilwara,25.35,74.55,mar,6.43,26
423,rajasthan,Bhilwara,25.35,74.55,apr,7.14,31
424,rajasthan,Bhilwara,25.35,74.55,may,7.61,34
425,rajasthan,Bhilwara,25.35,74.55,jun,6.68,32
426,rajasthan,Bhilwara,25.35,74.55,jul,5.65,29
427,rajasthan,Bhilwara,25.35,74.55,aug,5.13,28
428,rajasthan,Bhilwara,25.35,74.55,sep,5.90,28
429,rajasthan,Bhilwara,25.35,74.55,oct,5.78,27
430,rajasthan,Bhilwara,25.35,74.55,nov,4.81,22
431,rajasthan,Bhilwara,25.35,74.55,dec,4.27,18
432,rajasthan,Bikaner,28.05,73.35,jan,4.03,16
433,rajasthan,Bikaner,28.05,73.35,feb,4.98,21
434,rajasthan,Bikaner,28.05,73.35,mar,6.10,26
435,rajasthan,Bikaner,28.05,73.35,apr,6.78,31
436,rajasthan,Bikaner,28.05,73.35,may,7.43,36
437,rajasthan,Bikaner,28.05,73.35,jun,6.98,36
438,rajasthan,Bikaner,28.05,73.35,jul,6.64,34
439,rajasthan,Bikaner,28.05,73.35,aug,6.27,32
440,rajasthan,Bikaner,28.05,73.35,sep,6.03,31
441,rajasthan,Bikaner,28.05,73.35,oct,5.44,29
442,rajasthan,Bikaner,28.05,73.35,nov,4.42,23
443,rajasthan,Bikaner,28.05,73.35,dec,3.70,18
444,rajasthan,Bundi,25.45,75.65,jan,4.42,16
445,rajasthan,Bundi,25.45,75.65,feb,5.40,20
446,rajasthan,Bundi,25.45,75.65,mar,6.41,25
447,rajasthan,Bundi,25.45,75.65,apr,7.04,31
448,rajasthan,Bundi,25.45,75.65,may,7.45,34
449,rajasthan,Bundi,25.45,75.65,jun,6.52,34
450,rajasthan,Bundi,25.45,75.65,jul,5.47,31
451,rajasthan,Bundi,25.45,75.65,aug,5.05,29
452,rajasthan,Bundi,25.45,75.65,sep,5.88,29
453,rajasthan,Bundi,25.45,75.65,oct,5.75,28
454,rajasthan,Bundi,25.45,75.65,nov,4.73,22
455,rajasthan,Bundi,25.45,75.65,dec,4.13,18
456,rajasthan,Chittorgarh,24.85,74.65,jan,4.59,16
457,rajasthan,Chittorgarh,24.85,74.65,feb,5.58,20
458,rajasthan,Chittorgarh,24.85,74.65,mar,6.52,25
459,rajasthan,Chittorgarh,24.85,74.65,apr,7.26,31
460,rajasthan,Chittorgarh,24.85,74.65,may,7.61,34
461,rajasthan,Chittorgarh,24.85,74.65,jun,6.74,34
462,rajasthan,Chittorgarh,24.85,74.65,jul,5.39,31
463,rajasthan,Chittorgarh,24.85,74.65,aug,4.83,29
464,rajasthan,Chittorgarh,24.85,74.65,sep,5.91,29
465,rajasthan,Chittorgarh,24.85,74.65,oct,5.84,28
466,rajasthan,Chittorgarh,24.85,74.65,nov,4.92,22
467,rajasthan,Chittorgarh,24.85,74.65,dec,4.36,18
468,rajasthan,Churu,28.35,74.45,jan,3.95,16
469,rajasthan,Churu,28.35,74.45,feb,4.93,20
470,rajasthan,Churu,28.35,74.45,mar,6.08,25
471,rajasthan,Churu,28.35,74.45,apr,6.84,31
472,rajasthan,Churu,28.35,74.45,may,7.32,34
473,rajasthan,Churu,28.35,74.45,jun,6.71,34
474,rajasthan,Churu,28.35,74.45,jul,6.45,31
