,State,District,Latitude,Longitude,Month,Irradiance,Temperature
2118,uttar-pradesh,Saharanpur,29.95,77.55,jul,5.70,28
2119,uttar-pradesh,Saharanpur,29.95,77.55,aug,5.37,27
2120,uttar-pradesh,Saharanpur,29.95,77.55,sep,5.36,26
2121,uttar-pradesh,Saharanpur,29.95,77.55,oct,5.15,23
2122,uttar-pradesh,Saharanpur,29.95,77.55,nov,3.91,19
2123,uttar-pradesh,Saharanpur,29.95,77.55,dec,3.22,15
2124,uttar-pradesh,Shahjahanpur,27.85,79.85,jan,3.36,14
2125,uttar-pradesh,Shahjahanpur,27.85,79.85,feb,4.71,19
2126,uttar-pradesh,Shahjahanpur,27.85,79.85,mar,6.19,24
2127,uttar-pradesh,Shahjahanpur,27.85,79.85,apr,6.81,29
2128,uttar-pradesh,Shahjahanpur,27.85,79.85,may,7.10,32
2129,uttar-pradesh,Shahjahanpur,27.85,79.85,jun,6.21,33
2130,uttar-pradesh,Shahjahanpur,27.85,79.85,jul,5.14,30
2131,uttar-pradesh,Shahjahanpur,27.85,79.85,aug,5.45,29
2132,uttar-pradesh,Shahjahanpur,27.85,79.85,sep,5.11,29
2133,uttar-pradesh,Shahjahanpur,27.85,79.85,oct,5.14,27
2134,uttar-pradesh,Shahjahanpur,27.85,79.85,nov,4.08,22
2135,uttar-pradesh,Shahjahanpur,27.85,79.85,dec,3.20,17
2136,uttar-pradesh,Sitapur,27.55,80.65,jan,3.39,14
2137,uttar-pradesh,Sitapur,27.55,80.65,feb,4.74,19
2138,uttar-pradesh,Sitapur,27.55,80.65,mar,6.25,24
2139,uttar-pradesh,Sitapur,27.55,80.65,apr,6.81,29
2140,uttar-pradesh,Sitapur,27.55,80.65,may,7.07,32
2141,uttar-pradesh,Sitapur,27.55,80.65,jun,6.24,33
2142,uttar-pradesh,Sitapur,27.55,80.65,jul,5.12,30
2143,uttar-pradesh,Sitapur,27.55,80.65,aug,5.30,29
2144,uttar-pradesh,Sitapur,27.55,80.65,sep,5.10,29
2145,uttar-pradesh,Sitapur,27.55,80.65,oct,5.19,26
2146,uttar-pradesh,Sitapur,27.55,80.65,nov,4.13,21
2147,uttar-pradesh,Sitapur,27.55,80.65,dec,3.25,16
2148,uttar-pradesh,Sultanpur,26.25,82.05,jan,3.55,16
2149,uttar-pradesh,Sultanpur,26.25,82.05,feb,4.93,21
2150,uttar-pradesh,Sultanpur,26.25,82.05,mar,6.27,26
2151,uttar-pradesh,Sultanpur,26.25,82.05,apr,6.85,31
2152,uttar-pradesh,Sultanpur,26.25,82.05,may,7.08,34
2153,uttar-pradesh,Sultanpur,26.25,82.05,jun,6.09,34
2154,uttar-pradesh,Sultanpur,26.25,82.05,jul,4.81,31
2155,uttar-pradesh,Sultanpur,26.25,82.05,aug,5.14,31
2156,uttar-pradesh,Sultanpur,26.25,82.05,sep,5.14,30
2157,uttar-pradesh,Sultanpur,26.25,82.05,oct,5.16,28
2158,uttar-pradesh,Sultanpur,26.25,82.05,nov,4.28,23
2159,uttar-pradesh,Sultanpur,26.25,82.05,dec,3.32,18
2160,uttar-pradesh,Unnao,26.55,80.45,jan,3.56,14
2161,uttar-pradesh,Unnao,26.55,80.45,feb,4.92,19
2162,uttar-pradesh,Unnao,26.55,80.45,mar,6.32,24
2163,uttar-pradesh,Unnao,26.55,80.45,apr,6.84,29
2164,uttar-pradesh,Unnao,26.55,80.45,may,7.04,32
2165,uttar-pradesh,Unnao,26.55,80.45,jun,6.07,33
2166,uttar-pradesh,Unnao,26.55,80.45,jul,5.07,30
2167,uttar-pradesh,Unnao,26.55,80.45,aug,5.15,29
2168,uttar-pradesh,Unnao,26.55,80.45,sep,5.32,29
2169,uttar-pradesh,Unnao,26.55,80.45,oct,5.23,26
2170,uttar-pradesh,Unnao,26.55,80.45,nov,4.20,21
2171,uttar-pradesh,Unnao,26.55,80.45,dec,3.39,16
2172,delhi,shahdara,28.65,77.25,jan,3.44,14
2173,delhi,shahdara,28.65,77.25,feb,4.66,17
2174,delhi,shahdara,28.65,77.25,mar,6.05,23
2175,delhi,shahdara,28.65,77.25,apr,6.86,29
2176,delhi,shahdara,28.65,77.25,may,7.04,33
2177,delhi,shahdara,28.65,77.25,jun,6.31,33
2178,delhi,shahdara,28.65,77.25,jul,5.37,31
2179,delhi,shahdara,28.65,77.25,aug,5.25,30
2180,delhi,shahdara,28.65,77.25,sep,5.33,29
2181,delhi,shahdara,28.65,77.25,oct,4.97,26
2182,delhi,shahdara,28.65,77.25,nov,3.90,20
2183,delhi,shahdara,28.65,77.25,dec,3.26,15
2184,delhi,saket,28.55,77.25,jan,3.47,14
2185,delhi,saket,28.55,77.25,feb,4.69,17
2186,delhi,saket,28.55,77.25,mar,6.04,23
2187,delhi,saket,28.55,77.25,apr,6.86,29
2188,delhi,saket,28.55,77.25,may,7.00,33
2189,delhi,saket,28.55,77.25,jun,6.31,33
2190,delhi,saket,28.55,77.25,jul,5.42,31
2191,delhi,saket,28.55,77.25,aug,5.30,30
2192,delhi,saket,28.55,77.25,sep,5.36,29
2193,delhi,saket,28.55,77.25,oct,4.98,26
2194,delhi,saket,28.55,77.25,nov,3.94,20
2195,delhi,saket,28.55,77.25,dec,3.29,15
2196,delhi,connaught-place,28.65,77.25,jan,3.44,14
2197,delhi,connaught-place,28.65,77.25,feb,4.66,17
2198,delhi,connaught-place,28.65,77.25,mar,6.05,23
2199,delhi,connaught-place,28.65,77.25,apr,6.86,29
2200,delhi,connaught-place,28.65,77.25,may,7.04,33
2201,delhi,connaught-place,28.65,77.25,jun,6.31,33
2202,delhi,connaught-place,28.65,77.25,jul,5.37,31
2203,delhi,connaught-place,28.65,77.25,aug,5.25,30
2204,delhi,connaught-place,28.65,77.25,sep,5.33,29
2205,delhi,connaught-place,28.65,77.25,oct,4.97,26
2206,delhi,connaught-place,28.65,77.25,nov,3.90,20
2207,delhi,connaught-place,28.65,77.25,dec,3.26,15
2208,delhi,kanjhawala,28.75,77.05,jan,3.41,14
2209,delhi,kanjhawala,28.75,77.05,feb,4.66,17
2210,delhi,kanjhawala,28.75,77.05,mar,6.04,23
2211,delhi,kanjhawala,28.75,77.05,apr,6.83,29
2212,delhi,kanjhawala,28.75,77.05,may,7.05,33
2213,delhi,kanjhawala,28.75,77.05,jun,6.34,33
2214,delhi,kanjhawala,28.75,77.05,jul,5.56,31
2215,delhi,kanjhawala,28.75,77.05,aug,5.29,30
2216,delhi,kanjhawala,28.75,77.05,sep,5.39,29
2217,delhi,kanjhawala,28.75,77.05,oct,5.01,26
2218,delhi,kanjhawala,28.75,77.05,nov,3.92,20
2219,delhi,kanjhawala,28.75,77.05,dec,3.25,15
2220,delhi,rajouri-garden,28.65,77.15,jan,3.43,14
2221,delhi,rajouri-garden,28.65,77.15,feb,4.67,17
2222,delhi,rajouri-garden,28.65,77.15,mar,6.03,23
2223,delhi,rajouri-garden,28.65,77.15,apr,6.85,29
2224,delhi,rajouri-garden,28.65,77.15,may,7.03,33
2225,delhi,rajouri-garden,28.65,77.15,jun,6.33,33
2226,delhi,rajouri-garden,28.65,77.15,jul,5.45,31
2227,delhi,rajouri-garden,28.65,77.15,aug,5.29,30
2228,delhi,rajouri-garden,28.65,77.15,sep,5.35,29
2229,delhi,rajouri-garden,28.65,77.15,oct,5.00,26
2230,delhi,rajouri-garden,28.65,77.15,nov,3.92,20
2231,delhi,rajouri-garden,28.65,77.15,dec,3.26,15
2232,delhi,sadar-bazar,28.65,77.25,jan,3.44,14
2233,delhi,sadar-bazar,28.65,77.25,feb,4.66,17
2234,delhi,sadar-bazar,28.65,77.25,mar,6.05,23
2235,delhi,sadar-bazar,28.65,77.25,apr,6.86,29
2236,delhi,sadar-bazar,28.65,77.25,may,7.04,33
2237,delhi,sadar-bazar,28.65,77.25,jun,6.31,33
2238,delhi,sadar-bazar,28.65,77.25,jul,5.37,31
2239,delhi,sadar-bazar,28.65,77.25,aug,5.25,30
2240,delhi,sadar-bazar,28.65,77.25,sep,5.33,29
2241,delhi,sadar-bazar,28.65,77.25,oct,4.97,26
2242,delhi,sadar-bazar,28.65,77.25,nov,3.90,20
2243,delhi,sadar-bazar,28.65,77.25,dec,3.26,15
2244,delhi,vasant-vihar,28.55,77.15,jan,3.45,14
2245,delhi,vasant-vihar,28.55,77.15,feb,4.71,17
2246,delhi,vasant-vihar,28.55,77.15,mar,6.03,23
2247,delhi,vasant-vihar,28.55,77.15,apr,6.86,29
2248,delhi,vasant-vihar,28.55,77.15,may,7.02,33
2249,delhi,vasant-vihar,28.55,77.15,jun,6.34,33
2250,delhi,vasant-vihar,28.55,77.15,jul,5.48,31
2251,delhi,vasant-vihar,28.55,77.15,aug,5.32,30
2252,delhi,vasant-vihar,28.55,77.15,sep,5.38,29
2253,delhi,vasant-vihar,28.55,77.15,oct,5.01,26
2254,delhi,vasant-vihar,28.55,77.15,nov,3.96,20
2255,delhi,vasant-vihar,28.55,77.15,dec,3.28,15
2256,delhi,darya-ganj,28.65,77.25,jan,3.44,14
2257,delhi,darya-ganj,28.65,77.25,feb,4.66,17
2258,delhi,darya-ganj,28.65,77.25,mar,6.05,23
2259,delhi,darya-ganj,28.65,77.25,apr,6.86,29
2260,delhi,darya-ganj,28.65,77.25,may,7.04,33
2261,delhi,darya-ganj,28.65,77.25,jun,6.31,33
2262,delhi,darya-ganj,28.65,77.25,jul,5.37,31
2263,delhi,darya-ganj,28.65,77.25,aug,5.25,30
2264,delhi,darya-ganj,28.65,77.25,sep,5.33,29
2265,delhi,darya-ganj,28.65,77.25,oct,4.97,26
2266,delhi,darya-ganj,28.65,77.25,nov,3.90,20
2267,delhi,darya-ganj,28.65,77.25,dec,3.26,15
2268,delhi,preet-vihar,28.65,77.25,jan,3.44,14
2269,delhi,preet-vihar,28.65,77.25,feb,4.66,17
2270,delhi,preet-vihar,28.65,77.25,mar,6.05,23
2271,delhi,preet-vihar,28.65,77.25,apr,6.86,29
2272,delhi,preet-vihar,28.65,77.25,may,7.04,33
2273,delhi,preet-vihar,28.65,77.25,jun,6.31,33
2274,delhi,preet-vihar,28.65,77.25,jul,5.37,31
2275,delhi,preet-vihar,28.65,77.25,aug,5.25,30
2276,delhi,preet-vihar,28.65,77.25,sep,5.33,29
2277,delhi,preet-vihar,28.65,77.25,oct,4.97,26
2278,delhi,preet-vihar,28.65,77.25,nov,3.90,20
2279,delhi,preet-vihar,28.65,77.25,dec,3.26,15
